Name,Tooth ID,Day 0,Day 30,Day 60,Rostral_0,Buccal_0,Distal_0,Palatal_0,Gingival Recession_0,Bleeding Assessment_0,Aver_Day0,Rostral_30,Buccal_30,Distal_30,Palatal_30,Gingival Recession_30,Bleeding Assessment_30,Aver_Day30,Rostral_60,Buccal_60,Distal_60,Palatal_60,Gingival Recession_60,Bleeding Assessment_60,Aver_Day60
Gunner,310,0,30,60,1,2,2,2,0,1,1.75,1,2,2,2,0,2,1.75,1,1,1,1,0,2,1
Gunner,311,0,30,60,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,2,1,0,0,1.25
Kirby,110,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,2,2,2,1,0,2,1.75
Kirby,109,0,30,60,3,2,2,3,0,2,2.5,3,2,2,2,0,2,2.25,3,2,1,1,0,2,1.75
Kirby,108,0,30,60,3,3,4,1,0,2,2.75,3,2,3,1,0,2,2.25,3,1,2,1,0,2,1.75
Kirby,107,0,30,60,3,1,4,2,0,2,2.5,3,1,3,1,0,2,2,3,1,3,1,0,2,2
Kirby,106,0,30,60,2,1,2,3,0,2,2,1,1,1,3,0,2,1.5,1,1,1,1,0,2,1
Kirby,105,0,30,60,1,1,1,3,0,2,1.5,1,1,1,2,0,2,1.25,1,1,1,1,0,2,1
Kirby,104,0,30,60,3,3,3,1,0,2,2.5,3,2,2,1,0,2,2,3,2,2,1,0,2,2
Kirby,103,0,30,60,4,1,2,2,0,2,2.25,2,1,2,1,0,2,1.5,2,1,1,1,0,2,1.25
Kirby,102,0,30,60,3,1,3,3,0,2,2.5,3,1,3,3,0,2,2.5,1,1,2,2,0,2,1.5
Kirby,101,0,30,60,4,1,2,3,0,2,2.5,3,1,1,3,0,2,2,2,1,1,2,0,2,1.5
Kirby,201,0,30,60,3,1,3,3,0,2,2.5,3,1,2,1,0,2,1.75,2,1,1,1,0,2,1.25
Kirby,202,0,30,60,3,1,3,3,0,2,2.5,3,1,3,3,0,2,2.5,2,1,2,1,0,2,1.5
Kirby,203,0,30,60,4,1,1,1,0,2,1.75,3,1,1,1,0,2,1.5,5,4,2,2,0,2,3.25
Kirby,204,0,30,60,4,4,4,3,0,2,3.75,4,3,4,2,0,2,3.25,3,3,2,1,0,2,2.25
Kirby,205,0,30,60,1,2,3,2,0,2,2,1,1,1,2,0,2,1.25,1,1,1,2,0,2,1.25
Kirby,206,0,30,60,2,1,3,3,0,2,2.25,2,1,2,2,0,2,1.75,2,1,1,2,0,2,1.5
Kirby,207,0,30,60,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25,2,1,2,1,0,2,1.5
Kirby,208,0,30,60,3,3,2,1,0,2,2.25,2,2,1,1,0,2,1.5,1,1,1,1,0,2,1
Kirby,209,0,30,60,3,3,2,3,0,2,2.75,2,2,2,3,0,2,2.25,2,2,2,3,0,2,2.25
Kirby,210,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Kirby,411,0,30,60,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
Kirby,410,0,30,60,2,2,1,1,0,2,1.5,2,2,1,1,0,2,1.5,1,1,1,1,0,2,1
Kirby,409,0,30,60,3,2,2,1,0,2,2,1,2,2,1,0,2,1.5,1,1,1,1,0,2,1
Kirby,408,0,30,60,1,1,3,2,0,2,1.75,1,1,3,2,0,2,1.75,1,1,3,2,0,2,1.75
Kirby,407,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Kirby,406,0,30,60,3,1,1,1,0,2,1.5,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1
Kirby,405,0,30,60,2,1,3,1,0,1,1.75,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Kirby,404,0,30,60,5,2,3,3,0,2,3.25,4,2,3,1,0,2,2.5,4,1,2,1,0,2,2
Kirby,403,0,30,60,4,2,5,4,0,2,3.75,4,1,4,3,0,2,3,3,1,4,3,0,2,2.75
Kirby,402,0,30,60,4,2,4,3,0,2,3.25,4,1,3,3,0,2,2.75,4,1,3,2,0,2,2.5
Kirby,401,0,30,60,3,1,4,3,0,2,2.75,3,1,3,1,0,2,2,3,1,3,1,0,2,2
Kirby,301,0,30,60,3,2,3,3,0,2,2.75,3,1,2,3,0,2,2.25,2,1,2,2,0,2,1.75
Kirby,302,0,30,60,3,1,4,3,0,2,2.75,3,1,4,3,0,2,2.75,2,1,4,2,0,2,2.25
Kirby,303,0,30,60,4,2,4,4,0,2,3.5,3,1,3,3,0,2,2.5,3,1,3,3,0,2,2.5
Kirby,304,0,30,60,5,3,4,3,0,2,3.75,4,2,2,2,0,2,2.5,4,2,1,1,0,2,2
Kirby,305,0,30,60,2,2,3,2,0,2,2.25,1,2,3,1,0,0,1.75,1,1,1,1,0,2,1
Kirby,306,0,30,60,3,1,1,2,0,2,1.75,3,1,1,1,0,2,1.5,1,1,1,1,0,2,1
Kirby,307,0,30,60,1,1,2,1,0,2,1.25,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Kirby,308,0,30,60,2,1,5,4,0,2,3,1,1,4,4,0,2,2.5,1,1,4,3,0,2,2.25
Kirby,309,0,30,60,3,1,2,1,0,2,1.75,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1
Kirby,310,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,2,1
Kirby,311,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Joy,110,0,30,60,2,2,2,1,0,2,1.75,2,1,2,1,0,2,1.5,1,1,1,1,0,2,1
Joy,109,0,30,60,1,2,2,2,0,2,1.75,1,2,2,1,0,2,1.5,1,1,2,1,0,2,1.25
Joy,108,0,30,60,4,2,1,4,1,2,2.75,4,2,1,4,1,2,2.75,3,1,1,4,1,2,2.25
Joy,107,0,30,60,4,3,4,4,1,2,3.75,4,2,3,4,1,2,3.25,4,2,3,4,1,2,3.25
Joy,106,0,30,60,4,3,3,5,1,2,3.75,4,3,3,5,1,2,3.75,4,1,2,4,1,2,2.75
Joy,105,0,30,60,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25
Joy,104,0,30,60,3,3,3,2,0,2,2.75,3,2,3,2,0,2,2.5,1,1,1,2,0,1,1.25
Joy,103,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Joy,102,0,30,60,2,1,2,1,0,2,1.5,2,1,2,1,0,2,1.5,1,1,1,1,0,2,1
Joy,101,0,30,60,2,1,1,2,0,2,1.5,2,1,1,2,0,2,1.5,1,1,1,2,0,2,1.25
Joy,201,0,30,60,2,3,1,3,0,2,2.25,2,1,1,3,0,2,1.75,1,1,1,2,0,2,1.25
Joy,202,0,30,60,3,1,2,2,0,2,2,3,1,2,1,0,2,1.75,1,1,1,1,0,2,1
Joy,203,0,30,60,1,1,1,2,0,2,1.25,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Joy,204,0,30,60,3,3,3,2,0,2,2.75,3,3,3,2,0,2,2.75,2,2,3,2,0,2,2.25
Joy,205,0,30,60,1,1,2,1,0,2,1.25,1,1,1,1,0,2,1,1,1,2,1,0,2,1.25
Joy,206,0,30,60,2,1,4,3,0,2,2.5,1,1,3,3,0,2,2,1,1,3,1,0,2,1.5
Joy,207,0,30,60,6,3,4,5,2,2,4.5,6,3,2,4,2,2,3.75,6,2,2,1,2,2,2.75
Joy,208,0,30,60,6,3,1,7,1,2,4.25,5,2,2,7,1,2,4,5,1,2,6,1,2,3.5
Joy,209,0,30,60,1,2,2,3,0,2,2,1,2,1,1,0,2,1.25,2,2,2,1,0,2,1.75
Joy,210,0,30,60,5,,,1,0,2,3,5,1,1,1,0,2,2,5,2,2,1,0,2,2.5
Joy,411,0,30,60,2,3,2,2,0,2,2.25,2,2,2,2,0,2,2,1,2,2,2,0,2,1.75
Joy,410,0,30,60,7,6,7,6,1,2,6.5,6,5,7,5,1,2,5.75,5,6,6,5,0,2,5.5
Joy,409,0,30,60,1,3,3,2,0,2,2.25,1,2,3,1,0,2,1.75,1,2,2,1,0,2,1.5
Joy,408,0,30,60,1,1,5,5,0,2,3,1,1,5,4,0,2,2.75,1,1,4,4,0,2,2.5
Joy,407,0,30,60,1,1,3,1,0,2,1.5,1,1,3,1,0,2,1.5,1,1,3,1,0,2,1.5
Joy,406,0,30,60,1,1,4,3,0,2,2.25,1,1,3,3,0,2,2,1,1,3,3,0,2,2
Joy,405,0,30,60,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
Joy,404,0,30,60,3,3,3,2,0,2,2.75,3,2,3,2,0,0,2.5,3,1,2,1,0,2,1.75
Joy,403,0,30,60,3,1,3,1,0,2,2,3,1,2,1,0,2,1.75,3,1,1,1,0,2,1.5
Joy,402,0,30,60,4,3,4,2,0,2,3.25,3,3,4,2,0,2,3,3,1,3,2,0,2,2.25
Joy,401,0,30,60,3,1,2,4,0,2,2.5,2,1,2,4,0,2,2.25,2,1,1,2,0,0,1.5
Joy,301,0,30,60,4,1,3,2,0,2,2.5,4,1,3,2,0,0,2.5,3,1,3,1,0,0,2
Joy,302,0,30,60,3,1,3,1,0,2,2,3,1,3,1,0,2,2,2,1,2,1,0,2,1.5
Joy,303,0,30,60,2,2,4,1,0,2,2.25,3,2,4,2,0,2,2.75,1,1,2,1,0,2,1.25
Joy,304,0,30,60,4,3,3,1,0,2,2.75,3,3,3,2,0,2,2.75,3,3,3,2,0,0,2.75
Joy,305,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1
Joy,306,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1
Joy,307,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Joy,308,0,30,60,1,1,6,9,2,2,4.25,1,1,6,6,2,2,3.5,1,1,5,6,2,2,3.25
Joy,309,0,30,60,3,1,2,1,0,2,1.75,3,1,2,1,0,2,1.75,3,1,1,1,0,2,1.5
Joy,310,0,30,60,3,1,1,1,0,2,1.5,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1
Joy,311,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1
Camila,110,0,30,60,2,1,1,1,0,2,1.25,2,1,1,1,0,2,1.25,2,1,1,1,0,2,1.25
Camila,109,0,30,60,3,3,3,2,0,2,2.75,5,4,4,3,0,2,4,4,3,3,1,0,2,2.75
Camila,108,0,30,60,3,1,1,3,0,2,2,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1
Camila,107,0,30,60,2,1,3,2,0,2,2,1,1,3,1,0,2,1.5,1,1,1,1,0,2,1
Camila,106,0,30,60,2,1,2,1,0,2,1.5,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1
Camila,105,0,30,60,1,3,2,3,0,2,2.25,1,3,2,2,0,2,2,1,2,2,1,0,2,1.5
Camila,104,0,30,60,4,4,3,4,0,2,3.75,4,4,3,3,0,2,3.5,4,4,3,2,0,1,3.25
Camila,103,0,30,60,3,2,1,2,0,2,2,2,1,1,1,0,2,1.25,2,1,1,1,0,2,1.25
Camila,102,0,30,60,1,1,4,2,0,2,2,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Camila,101,0,30,60,4,1,3,3,0,2,2.75,3,1,3,2,0,2,2.25,1,1,1,1,0,2,1
Camila,201,0,30,60,1,1,1,2,0,2,1.25,1,1,1,2,0,2,1.25,1,1,1,2,0,2,1.25
Camila,202,0,30,60,4,2,2,3,0,2,2.75,2,1,1,2,0,2,1.5,1,1,1,2,0,2,1.25
Camila,203,0,30,60,3,1,1,2,0,2,1.75,2,1,1,2,0,2,1.5,2,1,1,1,0,2,1.25
Camila,204,0,30,60,5,4,4,3,0,2,4,4,4,3,3,0,2,3.5,4,4,3,2,0,2,3.25
Camila,205,0,30,60,2,3,3,3,0,2,2.75,2,2,2,3,0,2,2.25,1,2,1,2,0,2,1.5
Camila,206,0,30,60,2,1,2,2,0,2,1.75,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Camila,207,0,30,60,2,1,3,2,0,2,2,2,1,2,1,0,2,1.5,1,1,2,1,0,2,1.25
Camila,208,0,30,60,3,1,3,3,0,2,2.5,2,1,2,3,0,2,2,2,1,2,1,0,2,1.5
Camila,209,0,30,60,3,2,3,3,0,1,2.75,2,2,2,1,0,1,1.75,1,2,1,1,0,2,1.25
Camila,210,0,30,60,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Camila,411,0,30,60,2,2,2,1,0,0,1.75,2,2,2,1,0,2,1.75,2,2,2,1,0,0,1.75
Camila,410,0,30,60,2,2,2,1,0,2,1.75,2,2,2,1,0,2,1.75,2,2,2,1,0,2,1.75
Camila,409,0,30,60,3,3,4,1,0,2,2.75,2,2,3,1,0,2,2,2,2,3,1,0,2,2
Camila,408,0,30,60,1,1,4,4,0,2,2.5,1,1,4,3,0,2,2.25,1,1,3,3,0,2,2
Camila,407,0,30,60,2,1,3,1,0,2,1.75,1,1,3,1,0,2,1.5,1,1,1,1,0,2,1
Camila,406,0,30,60,3,1,3,2,0,2,2.25,2,1,2,1,0,2,1.5,1,1,2,1,0,2,1.25
Camila,405,0,30,60,3,2,3,2,0,2,2.5,1,1,2,2,0,2,1.5,1,1,2,1,0,2,1.25
Camila,404,0,30,60,4,3,3,3,0,2,3.25,4,3,1,2,0,2,2.5,1,2,1,1,0,2,1.25
Camila,403,0,30,60,4,1,4,3,0,2,3,4,1,3,2,0,2,2.5,3,1,3,2,0,0,2.25
Camila,402,0,30,60,4,1,3,3,0,2,2.75,3,1,3,3,0,2,2.5,3,1,1,3,0,2,2
Camila,401,0,30,60,3,1,3,3,0,2,2.5,3,1,1,3,0,2,2,2,1,1,3,0,2,1.75
Camila,301,0,30,60,1,1,3,3,0,2,2,1,1,3,2,0,0,1.75,1,1,2,1,0,0,1.25
Camila,302,0,30,60,4,1,4,3,0,2,3,2,1,3,3,0,0,2.25,2,1,3,3,0,0,2.25
Camila,303,0,30,60,3,1,4,3,0,2,2.75,3,1,3,3,0,2,2.5,3,1,1,2,0,2,1.75
Camila,304,0,30,60,4,4,4,3,0,2,3.75,4,3,4,3,0,2,3.5,4,3,2,3,0,0,3
Camila,305,0,30,60,3,3,3,2,0,2,2.75,1,2,3,1,0,0,1.75,1,2,1,1,0,0,1.25
Camila,306,0,30,60,3,1,3,3,0,2,2.5,1,1,3,3,0,2,2,1,1,2,2,0,2,1.5
Camila,307,0,30,60,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25,2,1,2,2,0,1,1.75
Camila,308,0,30,60,3,1,4,4,0,2,3,1,1,4,4,0,2,2.5,1,1,3,3,0,1,2
Camila,309,0,30,60,3,1,2,2,0,2,2,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1
Camila,310,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Camila,311,0,30,60,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Madison,110,0,30,60,1,1,1,1,0,0,1,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Madison,109,0,30,60,2,2,2,3,0,2,2.25,3,3,2,2,1,2,2.5,3,3,3,4,0,2,3.25
Madison,108,0,30,60,3,2,2,2,0,2,2.25,3,3,3,3,0,2,3,3,3,2,3,0,2,2.75
Madison,107,0,30,60,3,2,2,2,0,2,2.25,3,3,3,3,0,2,3,3,3,2,3,0,2,2.75
Madison,106,0,30,60,3,2,2,2,0,2,2.25,3,3,3,3,0,2,3,3,3,2,3,0,2,2.75
Madison,105,0,30,60,2,2,2,2,0,2,2,2,1,2,2,0,2,1.75,1,1,2,1,0,2,1.25
Madison,104,0,30,60,4,3,4,3,0,2,3.5,4,2,2,3,0,2,2.75,4,2,2,2,0,2,2.5
Madison,103,0,30,60,4,2,1,2,0,2,2.25,3,1,1,2,0,2,1.75,3,1,1,1,0,2,1.5
Madison,102,0,30,60,3,1,4,2,0,2,2.5,1,1,3,2,0,2,1.75,1,1,1,2,0,2,1.25
Madison,101,0,30,60,3,2,2,3,0,2,2.5,3,1,2,2,0,1,2,1,1,1,2,0,2,1.25
Madison,201,0,30,60,3,3,3,3,0,2,3,2,1,1,2,0,2,1.5,2,1,1,2,0,2,1.5
Madison,202,0,30,60,4,2,2,2,0,2,2.5,3,1,1,1,0,2,1.5,2,1,1,1,0,2,1.25
Madison,203,0,30,60,4,2,1,3,0,2,2.5,3,1,1,2,0,2,1.75,2,1,1,2,0,2,1.5
Madison,204,0,30,60,4,4,4,3,0,2,3.75,4,2,4,3,0,1,3.25,4,2,4,3,0,2,3.25
Madison,205,0,30,60,2,1,2,1,0,2,1.5,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Madison,206,0,30,60,2,1,2,2,0,2,1.75,1,1,2,1,0,2,1.25,1,1,1,1,0,2,1
Madison,207,0,30,60,3,1,3,3,0,2,2.5,3,1,2,2,0,2,2,3,1,2,2,0,2,2
Madison,208,0,30,60,3,2,4,3,0,2,3,2,2,4,3,0,2,2.75,2,2,4,2,0,2,2.5
Madison,209,0,30,60,4,3,3,3,0,2,3.25,3,2,2,2,0,2,2.25,3,2,2,2,0,2,2.25
Madison,210,0,30,60,2,2,2,2,0,2,2,1,1,1,1,0,0,1,1,1,1,1,0,1,1
Madison,411,0,30,60,3,3,3,3,0,2,3,3,3,2,1,0,2,2.25,3,2,1,1,0,2,1.75
Madison,410,0,30,60,4,3,3,3,0,2,3.25,4,2,2,1,0,2,2.25,4,2,2,1,0,2,2.25
Madison,409,0,30,60,3,3,3,3,0,2,3,2,2,3,3,0,2,2.5,2,2,2,2,0,2,2
Madison,408,0,30,60,4,2,5,4,0,2,3.75,1,2,4,4,0,2,2.75,1,1,3,4,0,2,2.25
Madison,407,0,30,60,3,1,3,3,0,2,2.5,3,1,3,1,0,1,2,2,1,2,1,0,2,1.5
Madison,406,0,30,60,4,1,3,3,0,2,2.75,2,1,3,1,0,1,1.75,1,1,2,2,0,2,1.5
Madison,405,0,30,60,2,1,3,2,0,2,2,1,1,2,2,0,2,1.5,1,1,2,2,0,2,1.5
Madison,404,0,30,60,4,3,4,4,0,2,3.75,4,3,4,3,0,2,3.5,4,3,3,2,0,2,3
Madison,403,0,30,60,4,2,4,3,0,2,3.25,3,2,4,3,0,2,3,3,1,3,3,0,2,2.5
Madison,402,0,30,60,4,1,4,3,0,2,3,3,1,3,3,0,2,2.5,2,1,3,2,0,2,2
Madison,401,0,30,60,4,1,2,3,0,0,2.5,4,1,2,3,0,2,2.5,4,1,1,2,0,0,2
Madison,301,0,30,60,4,1,3,3,0,2,2.75,4,1,3,3,0,2,2.75,2,1,3,2,0,2,2
Madison,302,0,30,60,3,1,3,3,0,2,2.5,3,1,3,2,0,2,2.25,2,1,3,1,0,2,1.75
Madison,303,0,30,60,3,2,4,3,0,2,3,3,2,4,2,0,2,2.75,1,1,3,1,0,2,1.5
Madison,304,0,30,60,4,4,4,3,0,2,3.75,4,3,4,2,0,1,3.25,4,2,4,2,0,2,3
Madison,305,0,30,60,2,1,1,2,0,2,1.5,1,1,1,2,0,2,1.25,1,1,1,2,0,2,1.25
Madison,306,0,30,60,3,1,3,3,0,2,2.5,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25
Madison,307,0,30,60,3,1,3,3,0,2,2.5,3,1,3,2,0,2,2.25,2,1,2,2,0,2,1.75
Madison,308,0,30,60,3,1,9,10,0,2,5.75,3,1,7,10,0,2,5.25,1,1,3,9,0,2,3.5
Madison,309,0,30,60,3,1,4,6,0,2,3.5,1,1,3,4,0,2,2.25,1,1,3,1,0,2,1.5
Madison,310,0,30,60,5,4,2,5,0,2,4,5,3,2,4,0,2,3.5,4,3,2,2,0,2,2.75
Madison,311,0,30,60,1,1,1,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
Abby,110,0,30,60,2,2,2,2,0,2,2,1,1,1,1,0,2,1,2,2,2,1,0,2,1.75
Abby,109,0,30,60,1,2,2,2,0,2,1.75,2,3,3,1,0,2,2.25,2,1,1,1,0,2,1.25
Abby,108,0,30,60,2,3,2,1,0,2,2,3,1,1,1,0,2,1.5,1,1,1,1,0,2,1
Abby,107,0,30,60,3,1,3,2,0,2,2.25,3,1,1,2,0,2,1.75,1,1,1,1,0,2,1
Abby,106,0,30,60,2,1,3,3,0,2,2.25,1,1,2,2,0,2,1.5,1,1,2,2,0,2,1.5
Abby,105,0,30,60,2,1,2,1,0,2,1.5,2,1,2,1,0,2,1.5,2,1,2,1,0,2,1.5
Abby,104,0,30,60,4,4,4,4,0,2,4,4,3,4,4,0,2,3.75,4,3,4,4,0,2,3.75
Abby,103,0,30,60,3,2,2,3,0,2,2.5,3,1,1,1,0,2,1.5,3,1,1,1,0,2,1.5
Abby,102,0,30,60,4,1,3,2,0,1,2.5,2,1,2,1,0,2,1.5,2,1,1,1,0,2,1.25
Abby,101,0,30,60,3,1,2,1,0,2,1.75,2,1,2,1,0,2,1.5,1,1,2,1,0,2,1.25
Abby,201,0,30,60,4,2,2,1,0,2,2.25,3,2,2,1,0,2,2,1,1,1,1,0,2,1
Abby,202,0,30,60,4,1,3,2,0,2,2.5,3,1,2,1,0,2,1.75,1,1,1,1,0,2,1
Abby,203,0,30,60,4,1,1,3,0,2,2.25,4,1,1,2,0,2,2,1,1,1,1,0,2,1
Abby,204,0,30,60,4,3,4,4,0,2,3.75,4,3,4,4,0,2,3.75,4,3,4,3,0,2,3.5
Abby,205,0,30,60,3,2,2,3,0,2,2.5,2,1,1,2,0,2,1.5,2,1,2,1,0,2,1.5
Abby,206,0,30,60,3,3,1,2,0,2,2.25,2,1,1,3,0,2,1.75,1,1,1,3,0,2,1.5
Abby,207,0,30,60,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25,3,1,3,2,0,2,2.25
Abby,208,0,30,60,3,2,2,3,0,2,2.5,3,3,1,2,0,2,2.25,3,3,2,2,0,2,2.5
Abby,209,0,30,60,2,3,3,3,0,2,2.75,2,2,2,3,0,2,2.25,2,2,2,1,0,2,1.75
Abby,210,0,30,60,3,3,3,3,0,2,3,2,2,2,2,0,2,2,1,1,1,1,0,2,1
Abby,411,0,30,60,3,2,2,2,0,1,2.25,2,2,2,2,0,2,2,2,2,2,2,0,2,2
Abby,410,0,30,60,2,2,3,1,0,2,2,3,2,2,1,0,2,2,2,2,2,2,0,2,2
Abby,409,0,30,60,3,1,3,1,0,2,2,1,1,3,1,0,2,1.5,1,1,2,1,0,2,1.25
Abby,408,0,30,60,2,1,5,4,0,2,3,1,1,4,4,0,2,2.5,1,1,4,3,0,2,2.25
Abby,407,0,30,60,2,1,3,1,0,2,1.75,2,1,2,1,0,1,1.5,1,1,1,1,0,2,1
Abby,406,0,30,60,3,1,2,1,0,2,1.75,1,1,1,1,0,2,1,1,1,1,1,0,2,1
Abby,405,0,30,60,3,1,2,3,0,2,2.25,2,1,1,3,0,2,1.75,1,1,1,1,0,2,1
Abby,404,0,30,60,3,3,4,2,0,2,3,3,2,3,2,0,2,2.5,2,1,1,1,0,2,1.25
Abby,403,0,30,60,4,1,3,3,0,2,2.75,4,1,3,3,0,2,2.75,2,1,1,2,0,2,1.5
Abby,402,0,30,60,4,1,3,2,0,2,2.5,4,1,2,1,0,2,2,3,1,2,1,0,2,1.75
Abby,401,0,30,60,3,1,4,3,0,2,2.75,3,1,4,3,0,0,2.75,1,1,1,3,0,2,1.5
Abby,301,0,30,60,2,1,3,1,0,2,1.75,2,1,3,3,0,0,2.25,1,1,2,2,0,0,1.5
Abby,302,0,30,60,3,1,3,1,0,2,2,3,1,3,1,0,2,2,1,1,2,1,0,2,1.25
Abby,303,0,30,60,3,2,4,2,0,2,2.75,1,1,3,2,0,2,1.75,2,1,2,2,0,2,1.75
Abby,304,0,30,60,4,3,4,4,0,2,3.75,4,3,4,2,0,2,3.25,3,2,3,2,0,2,2.5
Abby,305,0,30,60,3,1,3,3,0,2,2.5,2,1,2,2,0,2,1.75,2,1,1,1,0,2,1.25
Abby,306,0,30,60,3,1,2,1,0,2,1.75,3,1,1,1,0,2,1.5,2,1,1,1,0,2,1.25
Abby,307,0,30,60,1,1,2,2,0,2,1.5,1,1,2,2,0,2,1.5,1,1,1,1,0,2,1
Abby,308,0,30,60,2,1,4,3,0,2,2.5,1,1,3,3,0,2,2,1,1,2,3,0,2,1.75
Abby,309,0,30,60,2,1,2,1,0,2,1.5,1,1,2,1,0,2,1.25,1,1,1,1,0,2,1
Abby,310,0,30,60,1,1,3,1,0,2,1.5,1,1,3,1,0,2,1.5,1,1,2,1,0,2,1.25
Abby,311,0,30,60,2,1,1,1,0,2,1.25,1,1,1,1,0,2,1,1,1,1,1,0,2,1